ISCO 08	CP2021	unique ID	ID	identity term	toxicity	number	word's gender	gender specification	second category	further specification	glossary	language	notes
522	5.1.2.1.0	720_3-sp-n-*-it	720_3	l* commess* delle vendite all'ingrosso	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.1.0	720_3-s-m-b-it	720_3	il commesso delle vendite all'ingrosso	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.1.0	720_3-s-f-b-it	720_3	la commessa delle vendite all'ingrosso	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.1.0	720_3-p-m-b-it	720_3	i commessi delle vendite all'ingrosso	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.1.0	720_3-p-f-b-it	720_3	le commesse delle vendite all'ingrosso	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.2.0	720_4-sp-n-*-it	720_4	l* commess* delle vendite al minuto	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.2.0	720_4-s-m-b-it	720_4	il commesso delle vendite al minuto	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.2.0	720_4-s-f-b-it	720_4	la commessa delle vendite al minuto	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.2.0	720_4-p-m-b-it	720_4	i commessi delle vendite al minuto	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.2.0	720_4-p-f-b-it	720_4	le commesse delle vendite al minuto	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.3.0	720_5-s-n-*-it	720_5	l'addett* ad attività organizzative delle vendite	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.3.0	720_5-s-m-b-it	720_5	l'addetto ad attività organizzative delle vendite	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.3.0	720_5-s-f-b-it	720_5	l'addetta ad attività organizzative delle vendite	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.3.0	720_5-p-n-*-it	720_5	l* addett* ad attività organizzative delle vendite	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.3.0	720_5-p-m-b-it	720_5	gli addetti ad attività organizzative delle vendite	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.2.3.0	720_5-p-f-b-it	720_5	le addette ad attività organizzative delle vendite	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
522	5.1.3.3.0	720_6-s-n-*-it	720_6	l* vetrinista	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually modified
522	5.1.3.3.0	720_6-s-m-b-it	720_6	il vetrinista	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually modified
522	5.1.3.3.0	720_6-s-f-b-it	720_6	la vetrinista	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually modified
522	5.1.3.3.0	720_6-p-n-*-it	720_6	l* vetrinist*	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually modified
522	5.1.3.3.0	720_6-p-m-b-it	720_6	i vetrinisti	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually modified
522	5.1.3.3.0	720_6-p-f-b-it	720_6	le vetriniste	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually modified
523	4.2.1.5.0	721_1-sp-n-*-it	721_1	l'addett* alla vendita di biglietti	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	4.2.1.5.0	721_1-s-m-b-it	721_1	l'addetto alla vendita di biglietti	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	4.2.1.5.0	721_1-s-f-b-it	721_1	l'addetta alla vendita di biglietti	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	4.2.1.5.0	721_1-sp-n-*-it	721_1	l* addett* alla vendita di biglietti	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	4.2.1.5.0	721_1-p-m-b-it	721_1	gli addetti alla vendita di biglietti	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	4.2.1.5.0	721_1-p-f-b-it	721_1	le addette alla vendita di biglietti	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	5.1.2.4.0	721_2-sp-n-*-it	721_2	l* cassier* di esercizi commerciali	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	5.1.2.4.0	721_2-s-m-b-it	721_2	il cassiere di esercizi commerciali	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	5.1.2.4.0	721_2-s-f-b-it	721_2	la cassiera di esercizi commerciali	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	5.1.2.4.0	721_2-p-m-b-it	721_2	i cassieri di esercizi commerciali	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
523	5.1.2.4.0	721_2-p-f-b-it	721_2	le cassiere di esercizi commerciali	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.1	722_1-sp-n-*-it	722_1	l* vendit* a domicilio	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.1	722_1-s-m-b-it	722_1	il venditore a domicilio	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.1	722_1-s-f-b-it	722_1	la venditrice a domicilio	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.1	722_1-p-m-b-it	722_1	i venditori a domicilio	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.1	722_1-p-f-b-it	722_1	le venditrici a domicilio	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.2	722_2-sp-n-*-it	722_2	l* vendit* a distanza	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.2	722_2-s-m-b-it	722_2	il venditore a distanza	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.2	722_2-s-f-b-it	722_2	la venditrice a distanza	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.2	722_2-p-m-b-it	722_2	i venditori a distanza	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.5.2	722_2-p-f-b-it	722_2	le venditrici a distanza	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.6.0	722_3-sp-n-*-it	722_3	l'addett* ai distributori di carburanti e assimilati	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.6.0	722_3-s-m-b-it	722_3	l'addetto ai distributori di carburanti e assimilati	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.6.0	722_3-s-f-b-it	722_3	l'addetta ai distributori di carburanti e assimilati	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.6.0	722_3-sp-n-*-it	722_3	l* addett* ai distributori di carburanti e assimilati	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.6.0	722_3-p-m-b-it	722_3	gli addetti ai distributori di carburanti e assimilati	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.2.6.0	722_3-p-f-b-it	722_3	le addette ai distributori di carburanti e assimilati	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.1.3.1.0	722_4-sp-n-*-it	722_4	l'indossat* modell*	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.1.0	722_4-s-m-b-it	722_4	l'indossatore modello	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.1.0	722_4-s-f-b-it	722_4	l'indossatrice modella	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.1.0	722_4-sp-n-*-it	722_4	l* indossat* modell*	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.1.0	722_4-p-m-b-it	722_4	gli indossatori modelli	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.1.0	722_4-p-f-b-it	722_4	le indossatrici modelle	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.2.0	722_5-sp-n-*-it	722_5	l* dimostrat*	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.2.0	722_5-s-m-b-it	722_5	il dimostratore	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.2.0	722_5-s-f-b-it	722_5	la dimostratrice	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.2.0	722_5-p-m-b-it	722_5	i dimostratori	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.1.3.2.0	722_5-p-f-b-it	722_5	le dimostratrici	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
524	5.2.2.2.3	722_6-sp-n-*-it	722_6	l'addett* al banco nei servizi di ristorazione	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.2.2.2.3	722_6-s-m-b-it	722_6	l'addetto al banco nei servizi di ristorazione	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.2.2.2.3	722_6-s-f-b-it	722_6	l'addetta al banco nei servizi di ristorazione	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.2.2.2.3	722_6-sp-n-*-it	722_6	l* addett* al banco nei servizi di ristorazione	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.2.2.2.3	722_6-p-m-b-it	722_6	gli addetti al banco nei servizi di ristorazione	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
524	5.2.2.2.3	722_6-p-f-b-it	722_6	le addette al banco nei servizi di ristorazione	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
531	5.5.2.2.0	723-sp-n-*-it	723	l'addett* alla sorveglianza di bambini	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
531	5.5.2.2.0	723-s-m-b-it	723	l'addetto alla sorveglianza di bambini	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
531	5.5.2.2.0	723-s-f-b-it	723	l'addetta alla sorveglianza di bambini	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
531	5.5.2.2.0	723-sp-n-*-it	723	l* addett* alla sorveglianza di bambini	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
531	5.5.2.2.0	723-p-m-b-it	723	gli addetti alla sorveglianza di bambini	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
531	5.5.2.2.0	723-p-f-b-it	723	le addette alla sorveglianza di bambini	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
532	5.3.1.1.0	724_1-p-n-i-it	724_1	l* professionista qualificat* nei servizi sanitari e sociali	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.3.1.1.0	724_1-p-n-i-it	724_1	il professionista qualificato nei servizi sanitari e sociali	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.3.1.1.0	724_1-p-n-i-it	724_1	la professionista qualificata nei servizi sanitari e sociali	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.3.1.1.0	724_1-p-n-i-it	724_1	l* professionist* qualificat* nei servizi sanitari e sociali	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.3.1.1.0	724_1-p-n-i-it	724_1	i professionisti qualificati qualificate nei servizi sanitari e sociali	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.3.1.1.0	724_1-p-n-i-it	724_1	le professioniste qualificate nei servizi sanitari e sociali	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.5.2.3.0	724_2-s-n-*-it	724_2	l'addett* all'assistenza personale	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.5.2.3.0	724_2-s-m-b-it	724_2	l'addetto all'assistenza personale	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.5.2.3.0	724_2-s-f-b-it	724_2	l'addetta all'assistenza personale	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.5.2.3.0	724_2-p-n-*-it	724_2	l* addett* all'assistenza personale	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.5.2.3.0	724_2-p-m-b-it	724_2	gli addetti all'assistenza personale	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
532	5.5.2.3.0	724_2-p-f-b-it	724_2	le addette all'assistenza personale	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	3.4.5.4.0	725_1-sp-n-*-it	725_1	l* tecnic* dei servizi di sicurezza privati	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
541	3.4.5.4.0	725_1-s-m-b-it	725_1	il tecnico dei servizi di sicurezza privati	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
541	3.4.5.4.0	725_1-s-f-b-it	725_1	la tecnica dei servizi di sicurezza privati	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
541	3.4.5.4.0	725_1-p-m-b-it	725_1	i tecnici dei servizi di sicurezza privati	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
541	3.4.5.4.0	725_1-p-f-b-it	725_1	le tecniche dei servizi di sicurezza privati	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
541	5.6.1.1.0	725_2-s-n-i-it	725_2	il personale di guardiania territoriale	toxic free	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.2.0	725_3-sp-n-*-it	725_3	l* vigil* urban*	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.2.0	725_3-s-m-b-it	725_3	il vigile urbano	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.2.0	725_3-s-f-b-it	725_3	la vigile urbana	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.2.0	725_3-p-m-b-it	725_3	i vigili urbani	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.2.0	725_3-p-f-b-it	725_3	le vigilesse urbane	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.1	725_4-s-n-i-it	725_4	l'agente della polizia di stato	toxic free	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.1	725_4-p-n-*-it	725_4	l* agenti della polizia di stato	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.1	725_4-p-m-b-it	725_4	gli agenti della polizia di stato	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.1	725_4-p-f-b-it	725_4	le agenti della polizia di stato	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.2	725_5-s-n-i-it	725_5	l'agente della guardia di finanza	toxic free	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.2	725_5-p-n-*-it	725_5	l* agenti della guardia di finanza	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.2	725_5-p-m-b-it	725_5	gli agenti della guardia di finanza	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.2	725_5-p-f-b-it	725_5	le agenti della guardia di finanza	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.3	725_6-s-n-i-it	725_6	l'agente del corpo forestale	toxic free	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.3	725_6-p-n-*-it	725_6	l* agenti del corpo forestale	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.3	725_6-p-m-b-it	725_6	gli agenti del corpo forestale	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.3.3	725_6-p-f-b-it	725_6	le agenti del corpo forestale	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.4.1	725_7-sp-n-*-it	725_7	l* vigil* del fuoco	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.4.1	725_7-s-m-b-it	725_7	il vigile del fuoco	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.4.1	725_7-s-f-b-it	725_7	la vigile del fuoco	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.4.1	725_7-p-m-b-it	725_7	i vigili del fuoco	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.4.1	725_7-p-f-b-it	725_7	le vigilesse del fuoco	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.4.2	725_8-s-n-i-it	725_8	il personale delle squadre antincendio	toxic free	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.5.0	725_10-s-n-i-it	725_10	l'agente di istituti di pena e rieducazione	toxic free	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.5.0	725_10-p-n-*-it	725_10	l* agenti di istituti di pena e rieducazione	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.5.0	725_10-p-m-b-it	725_10	gli agenti di istituti di pena e rieducazione	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.5.0	725_10-p-f-b-it	725_10	le agenti di istituti di pena e rieducazione	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.6.0	725_11-s-n-i-it	725_11	l* guardi* privat* di sicurezza	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.6.0	725_11-s-n-i-it	725_11	il guardiano privato di sicurezza	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.6.0	725_11-s-n-i-it	725_11	la guardia privata di sicurezza	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.6.0	725_11-p-n-i-it	725_11	i guardiani privati di sicurezza	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.6.0	725_11-p-n-i-it	725_11	le guardie private di sicurezza	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
541	5.6.1.7.0	725_12-sp-n-*-it	725_12	l* bagnin*	toxic free	singular, plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
541	5.6.1.7.0	725_12-s-m-b-it	725_12	il bagnino	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
541	5.6.1.7.0	725_12-s-f-b-it	725_12	la bagnina	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
541	5.6.1.7.0	725_12-p-m-b-it	725_12	i bagnini	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
541	5.6.1.7.0	725_12-p-f-b-it	725_12	le bagnine	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	manually adapted
611	1.3.1.1.0	726_1-s-n-*-it	726_1	l'imprendit* e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	1.3.1.1.0	726_1-s-m-b-it	726_1	l'imprenditore e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	1.3.1.1.0	726_1-s-f-b-it	726_1	l'imprenditrice e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	1.3.1.1.0	726_1-p-n-*-it	726_1	l* imprendit* e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	1.3.1.1.0	726_1-p-m-b-it	726_1	gli imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	1.3.1.1.0	726_1-p-f-b-it	726_1	le imprenditrici e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.1.0	726_2-s-n-*-it	726_2	l'agricolt* e operai* agricol* specializzat* di colture in pieno campo	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.1.0	726_2-s-m-b-it	726_2	l'agricoltore e operaio agricolo specializzato di colture in pieno campo	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.1.0	726_2-s-f-b-it	726_2	l'agricoltrice e operaia agricola specializzata di colture in pieno campo	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.1.0	726_2-p-n-*-it	726_2	l* agricolt* e operai* agricol* specializzat* di colture in pieno campo	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.1.0	726_2-p-m-b-it	726_2	gli agricoltori e operai agricoli specializzati di colture in pieno campo	toxic free	plural	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.1.0	726_2-p-f-b-it	726_2	le agricoltrici e operaie agricole specializzate di colture in pieno campo	toxic free	plural	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.2.0	726_3-s-n-*-it	726_3	l'agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	toxic free	singular	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.2.0	726_3-s-m-b-it	726_3	l'agricoltore e operaio agricolo specializzato di coltivazioni legnose agrarie	toxic free	singular	male	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.2.0	726_3-s-f-b-it	726_3	l'agricoltrice e operaia agricola specializzata di coltivazioni legnose agrarie	toxic free	singular	female	binary	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
611	6.4.1.2.0	726_3-p-n-*-it	726_3	l* agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	toxic free	plural	neutral	*	sociocultural status	economical, educational and employment status	ISTAT CP2021 ISCO-08	it	
