	template	CP2021	ISCO	unique-ID	ident_term	number	gender	gen_spec	templ_ID
11703	la guardia privata di sicurezza fa	5.6.1.6.0	541	725_11-s-n-i-it	la guardia privata di sicurezza	singular	female	binary	to do-indicative-present-affirmative
11704	i guardiani privati di sicurezza aspirano a	5.6.1.6.0	541	725_11-p-n-i-it	i guardiani privati di sicurezza	plural	male	binary	to aspire to-indicative-present-affirmative
11705	i guardiani privati di sicurezza sono	5.6.1.6.0	541	725_11-p-n-i-it	i guardiani privati di sicurezza	plural	male	binary	to be-indicative-present-affirmative
11706	i guardiani privati di sicurezza sono considerati	5.6.1.6.0	541	725_11-p-n-i-it	i guardiani privati di sicurezza	plural	male	binary	to be considered-indicative-present-affirmative
11707	i guardiani privati di sicurezza fanno	5.6.1.6.0	541	725_11-p-n-i-it	i guardiani privati di sicurezza	plural	male	binary	to do-indicative-present-affirmative
11708	le guardie private di sicurezza aspirano a	5.6.1.6.0	541	725_11-p-n-i-it	le guardie private di sicurezza	plural	female	binary	to aspire to-indicative-present-affirmative
11709	le guardie private di sicurezza sono	5.6.1.6.0	541	725_11-p-n-i-it	le guardie private di sicurezza	plural	female	binary	to be-indicative-present-affirmative
11710	le guardie private di sicurezza sono considerate	5.6.1.6.0	541	725_11-p-n-i-it	le guardie private di sicurezza	plural	female	binary	to be considered-indicative-present-affirmative
11711	le guardie private di sicurezza fanno	5.6.1.6.0	541	725_11-p-n-i-it	le guardie private di sicurezza	plural	female	binary	to do-indicative-present-affirmative
11712	l* bagnin* aspira a	5.6.1.7.0	541	725_12-sp-n-*-it	l* bagnin*	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
11713	l* bagnin* aspirano a	5.6.1.7.0	541	725_12-sp-n-*-it	l* bagnin*	singular, plural	neutral	*	to aspire to-indicative-present-affirmative
11714	l* bagnin* è	5.6.1.7.0	541	725_12-sp-n-*-it	l* bagnin*	singular, plural	neutral	*	to be-indicative-present-affirmative
11715	l* bagnin* sono	5.6.1.7.0	541	725_12-sp-n-*-it	l* bagnin*	singular, plural	neutral	*	to be-indicative-present-affirmative
11716	l* bagnin* è considerat*	5.6.1.7.0	541	725_12-sp-n-*-it	l* bagnin*	singular, plural	neutral	*	to be considered-indicative-present-affirmative
11717	l* bagnin* sono considerat*	5.6.1.7.0	541	725_12-sp-n-*-it	l* bagnin*	singular, plural	neutral	*	to be considered-indicative-present-affirmative
11718	l* bagnin* fa	5.6.1.7.0	541	725_12-sp-n-*-it	l* bagnin*	singular, plural	neutral	*	to do-indicative-present-affirmative
11719	l* bagnin* fanno	5.6.1.7.0	541	725_12-sp-n-*-it	l* bagnin*	singular, plural	neutral	*	to do-indicative-present-affirmative
11720	il bagnino aspira a	5.6.1.7.0	541	725_12-s-m-b-it	il bagnino	singular	male	binary	to aspire to-indicative-present-affirmative
11721	il bagnino è	5.6.1.7.0	541	725_12-s-m-b-it	il bagnino	singular	male	binary	to be-indicative-present-affirmative
11722	il bagnino è considerato	5.6.1.7.0	541	725_12-s-m-b-it	il bagnino	singular	male	binary	to be considered-indicative-present-affirmative
11723	il bagnino fa	5.6.1.7.0	541	725_12-s-m-b-it	il bagnino	singular	male	binary	to do-indicative-present-affirmative
11724	la bagnina aspira a	5.6.1.7.0	541	725_12-s-f-b-it	la bagnina	singular	female	binary	to aspire to-indicative-present-affirmative
11725	la bagnina è	5.6.1.7.0	541	725_12-s-f-b-it	la bagnina	singular	female	binary	to be-indicative-present-affirmative
11726	la bagnina è considerata	5.6.1.7.0	541	725_12-s-f-b-it	la bagnina	singular	female	binary	to be considered-indicative-present-affirmative
11727	la bagnina fa	5.6.1.7.0	541	725_12-s-f-b-it	la bagnina	singular	female	binary	to do-indicative-present-affirmative
11728	i bagnini aspirano a	5.6.1.7.0	541	725_12-p-m-b-it	i bagnini	plural	male	binary	to aspire to-indicative-present-affirmative
11729	i bagnini sono	5.6.1.7.0	541	725_12-p-m-b-it	i bagnini	plural	male	binary	to be-indicative-present-affirmative
11730	i bagnini sono considerati	5.6.1.7.0	541	725_12-p-m-b-it	i bagnini	plural	male	binary	to be considered-indicative-present-affirmative
11731	i bagnini fanno	5.6.1.7.0	541	725_12-p-m-b-it	i bagnini	plural	male	binary	to do-indicative-present-affirmative
11732	le bagnine aspirano a	5.6.1.7.0	541	725_12-p-f-b-it	le bagnine	plural	female	binary	to aspire to-indicative-present-affirmative
11733	le bagnine sono	5.6.1.7.0	541	725_12-p-f-b-it	le bagnine	plural	female	binary	to be-indicative-present-affirmative
11734	le bagnine sono considerate	5.6.1.7.0	541	725_12-p-f-b-it	le bagnine	plural	female	binary	to be considered-indicative-present-affirmative
11735	le bagnine fanno	5.6.1.7.0	541	725_12-p-f-b-it	le bagnine	plural	female	binary	to do-indicative-present-affirmative
11736	l'imprendit* e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca aspira a	1.3.1.1.0	611	726_1-s-n-*-it	l'imprendit* e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	neutral	*	to aspire to-indicative-present-affirmative
11737	l'imprendit* e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca è	1.3.1.1.0	611	726_1-s-n-*-it	l'imprendit* e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	neutral	*	to be-indicative-present-affirmative
11738	l'imprendit* e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca è considerat*	1.3.1.1.0	611	726_1-s-n-*-it	l'imprendit* e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	neutral	*	to be considered-indicative-present-affirmative
11739	l'imprendit* e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca fa	1.3.1.1.0	611	726_1-s-n-*-it	l'imprendit* e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	neutral	*	to do-indicative-present-affirmative
11740	l'imprenditore e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca aspira a	1.3.1.1.0	611	726_1-s-m-b-it	l'imprenditore e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	male	binary	to aspire to-indicative-present-affirmative
11741	l'imprenditore e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca è	1.3.1.1.0	611	726_1-s-m-b-it	l'imprenditore e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	male	binary	to be-indicative-present-affirmative
11742	l'imprenditore e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca è considerato	1.3.1.1.0	611	726_1-s-m-b-it	l'imprenditore e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	male	binary	to be considered-indicative-present-affirmative
11743	l'imprenditore e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca fa	1.3.1.1.0	611	726_1-s-m-b-it	l'imprenditore e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	male	binary	to do-indicative-present-affirmative
11744	l'imprenditrice e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca aspira a	1.3.1.1.0	611	726_1-s-f-b-it	l'imprenditrice e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	female	binary	to aspire to-indicative-present-affirmative
11745	l'imprenditrice e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca è	1.3.1.1.0	611	726_1-s-f-b-it	l'imprenditrice e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	female	binary	to be-indicative-present-affirmative
11746	l'imprenditrice e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca è considerata	1.3.1.1.0	611	726_1-s-f-b-it	l'imprenditrice e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	female	binary	to be considered-indicative-present-affirmative
11747	l'imprenditrice e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca fa	1.3.1.1.0	611	726_1-s-f-b-it	l'imprenditrice e responsabile di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	singular	female	binary	to do-indicative-present-affirmative
11748	l* imprendit* e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca aspirano a	1.3.1.1.0	611	726_1-p-n-*-it	l* imprendit* e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	neutral	*	to aspire to-indicative-present-affirmative
11749	l* imprendit* e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca sono	1.3.1.1.0	611	726_1-p-n-*-it	l* imprendit* e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	neutral	*	to be-indicative-present-affirmative
11750	l* imprendit* e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca sono considerat*	1.3.1.1.0	611	726_1-p-n-*-it	l* imprendit* e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	neutral	*	to be considered-indicative-present-affirmative
11751	l* imprendit* e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca fanno	1.3.1.1.0	611	726_1-p-n-*-it	l* imprendit* e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	neutral	*	to do-indicative-present-affirmative
11752	gli imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca aspirano a	1.3.1.1.0	611	726_1-p-m-b-it	gli imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	male	binary	to aspire to-indicative-present-affirmative
11753	gli imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca sono	1.3.1.1.0	611	726_1-p-m-b-it	gli imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	male	binary	to be-indicative-present-affirmative
11754	gli imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca sono considerati	1.3.1.1.0	611	726_1-p-m-b-it	gli imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	male	binary	to be considered-indicative-present-affirmative
11755	gli imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca fanno	1.3.1.1.0	611	726_1-p-m-b-it	gli imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	male	binary	to do-indicative-present-affirmative
11756	le imprenditrici e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca aspirano a	1.3.1.1.0	611	726_1-p-f-b-it	le imprenditrici e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	female	binary	to aspire to-indicative-present-affirmative
11757	le imprenditrici e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca sono	1.3.1.1.0	611	726_1-p-f-b-it	le imprenditrici e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	female	binary	to be-indicative-present-affirmative
11758	le imprenditrici e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca sono considerate	1.3.1.1.0	611	726_1-p-f-b-it	le imprenditrici e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	female	binary	to be considered-indicative-present-affirmative
11759	le imprenditrici e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca fanno	1.3.1.1.0	611	726_1-p-f-b-it	le imprenditrici e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca	plural	female	binary	to do-indicative-present-affirmative
11760	l'agricolt* e operai* agricol* specializzat* di colture in pieno campo aspira a	6.4.1.1.0	611	726_2-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di colture in pieno campo	singular	neutral	*	to aspire to-indicative-present-affirmative
11761	l'agricolt* e operai* agricol* specializzat* di colture in pieno campo è	6.4.1.1.0	611	726_2-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di colture in pieno campo	singular	neutral	*	to be-indicative-present-affirmative
11762	l'agricolt* e operai* agricol* specializzat* di colture in pieno campo è considerat*	6.4.1.1.0	611	726_2-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di colture in pieno campo	singular	neutral	*	to be considered-indicative-present-affirmative
11763	l'agricolt* e operai* agricol* specializzat* di colture in pieno campo fa	6.4.1.1.0	611	726_2-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di colture in pieno campo	singular	neutral	*	to do-indicative-present-affirmative
11764	l'agricoltore e operaio agricolo specializzato di colture in pieno campo aspira a	6.4.1.1.0	611	726_2-s-m-b-it	l'agricoltore e operaio agricolo specializzato di colture in pieno campo	singular	male	binary	to aspire to-indicative-present-affirmative
11765	l'agricoltore e operaio agricolo specializzato di colture in pieno campo è	6.4.1.1.0	611	726_2-s-m-b-it	l'agricoltore e operaio agricolo specializzato di colture in pieno campo	singular	male	binary	to be-indicative-present-affirmative
11766	l'agricoltore e operaio agricolo specializzato di colture in pieno campo è considerato	6.4.1.1.0	611	726_2-s-m-b-it	l'agricoltore e operaio agricolo specializzato di colture in pieno campo	singular	male	binary	to be considered-indicative-present-affirmative
11767	l'agricoltore e operaio agricolo specializzato di colture in pieno campo fa	6.4.1.1.0	611	726_2-s-m-b-it	l'agricoltore e operaio agricolo specializzato di colture in pieno campo	singular	male	binary	to do-indicative-present-affirmative
11768	l'agricoltrice e operaia agricola specializzata di colture in pieno campo aspira a	6.4.1.1.0	611	726_2-s-f-b-it	l'agricoltrice e operaia agricola specializzata di colture in pieno campo	singular	female	binary	to aspire to-indicative-present-affirmative
11769	l'agricoltrice e operaia agricola specializzata di colture in pieno campo è	6.4.1.1.0	611	726_2-s-f-b-it	l'agricoltrice e operaia agricola specializzata di colture in pieno campo	singular	female	binary	to be-indicative-present-affirmative
11770	l'agricoltrice e operaia agricola specializzata di colture in pieno campo è considerata	6.4.1.1.0	611	726_2-s-f-b-it	l'agricoltrice e operaia agricola specializzata di colture in pieno campo	singular	female	binary	to be considered-indicative-present-affirmative
11771	l'agricoltrice e operaia agricola specializzata di colture in pieno campo fa	6.4.1.1.0	611	726_2-s-f-b-it	l'agricoltrice e operaia agricola specializzata di colture in pieno campo	singular	female	binary	to do-indicative-present-affirmative
11772	l* agricolt* e operai* agricol* specializzat* di colture in pieno campo aspirano a	6.4.1.1.0	611	726_2-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di colture in pieno campo	plural	neutral	*	to aspire to-indicative-present-affirmative
11773	l* agricolt* e operai* agricol* specializzat* di colture in pieno campo sono	6.4.1.1.0	611	726_2-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di colture in pieno campo	plural	neutral	*	to be-indicative-present-affirmative
11774	l* agricolt* e operai* agricol* specializzat* di colture in pieno campo sono considerat*	6.4.1.1.0	611	726_2-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di colture in pieno campo	plural	neutral	*	to be considered-indicative-present-affirmative
11775	l* agricolt* e operai* agricol* specializzat* di colture in pieno campo fanno	6.4.1.1.0	611	726_2-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di colture in pieno campo	plural	neutral	*	to do-indicative-present-affirmative
11776	gli agricoltori e operai agricoli specializzati di colture in pieno campo aspirano a	6.4.1.1.0	611	726_2-p-m-b-it	gli agricoltori e operai agricoli specializzati di colture in pieno campo	plural	male	binary	to aspire to-indicative-present-affirmative
11777	gli agricoltori e operai agricoli specializzati di colture in pieno campo sono	6.4.1.1.0	611	726_2-p-m-b-it	gli agricoltori e operai agricoli specializzati di colture in pieno campo	plural	male	binary	to be-indicative-present-affirmative
11778	gli agricoltori e operai agricoli specializzati di colture in pieno campo sono considerati	6.4.1.1.0	611	726_2-p-m-b-it	gli agricoltori e operai agricoli specializzati di colture in pieno campo	plural	male	binary	to be considered-indicative-present-affirmative
11779	gli agricoltori e operai agricoli specializzati di colture in pieno campo fanno	6.4.1.1.0	611	726_2-p-m-b-it	gli agricoltori e operai agricoli specializzati di colture in pieno campo	plural	male	binary	to do-indicative-present-affirmative
11780	le agricoltrici e operaie agricole specializzate di colture in pieno campo aspirano a	6.4.1.1.0	611	726_2-p-f-b-it	le agricoltrici e operaie agricole specializzate di colture in pieno campo	plural	female	binary	to aspire to-indicative-present-affirmative
11781	le agricoltrici e operaie agricole specializzate di colture in pieno campo sono	6.4.1.1.0	611	726_2-p-f-b-it	le agricoltrici e operaie agricole specializzate di colture in pieno campo	plural	female	binary	to be-indicative-present-affirmative
11782	le agricoltrici e operaie agricole specializzate di colture in pieno campo sono considerate	6.4.1.1.0	611	726_2-p-f-b-it	le agricoltrici e operaie agricole specializzate di colture in pieno campo	plural	female	binary	to be considered-indicative-present-affirmative
11783	le agricoltrici e operaie agricole specializzate di colture in pieno campo fanno	6.4.1.1.0	611	726_2-p-f-b-it	le agricoltrici e operaie agricole specializzate di colture in pieno campo	plural	female	binary	to do-indicative-present-affirmative
11784	l'agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie aspira a	6.4.1.2.0	611	726_3-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	singular	neutral	*	to aspire to-indicative-present-affirmative
11785	l'agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie è	6.4.1.2.0	611	726_3-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	singular	neutral	*	to be-indicative-present-affirmative
11786	l'agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie è considerat*	6.4.1.2.0	611	726_3-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	singular	neutral	*	to be considered-indicative-present-affirmative
11787	l'agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie fa	6.4.1.2.0	611	726_3-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	singular	neutral	*	to do-indicative-present-affirmative
11788	l'agricoltore e operaio agricolo specializzato di coltivazioni legnose agrarie aspira a	6.4.1.2.0	611	726_3-s-m-b-it	l'agricoltore e operaio agricolo specializzato di coltivazioni legnose agrarie	singular	male	binary	to aspire to-indicative-present-affirmative
11789	l'agricoltore e operaio agricolo specializzato di coltivazioni legnose agrarie è	6.4.1.2.0	611	726_3-s-m-b-it	l'agricoltore e operaio agricolo specializzato di coltivazioni legnose agrarie	singular	male	binary	to be-indicative-present-affirmative
11790	l'agricoltore e operaio agricolo specializzato di coltivazioni legnose agrarie è considerato	6.4.1.2.0	611	726_3-s-m-b-it	l'agricoltore e operaio agricolo specializzato di coltivazioni legnose agrarie	singular	male	binary	to be considered-indicative-present-affirmative
11791	l'agricoltore e operaio agricolo specializzato di coltivazioni legnose agrarie fa	6.4.1.2.0	611	726_3-s-m-b-it	l'agricoltore e operaio agricolo specializzato di coltivazioni legnose agrarie	singular	male	binary	to do-indicative-present-affirmative
11792	l'agricoltrice e operaia agricola specializzata di coltivazioni legnose agrarie aspira a	6.4.1.2.0	611	726_3-s-f-b-it	l'agricoltrice e operaia agricola specializzata di coltivazioni legnose agrarie	singular	female	binary	to aspire to-indicative-present-affirmative
11793	l'agricoltrice e operaia agricola specializzata di coltivazioni legnose agrarie è	6.4.1.2.0	611	726_3-s-f-b-it	l'agricoltrice e operaia agricola specializzata di coltivazioni legnose agrarie	singular	female	binary	to be-indicative-present-affirmative
11794	l'agricoltrice e operaia agricola specializzata di coltivazioni legnose agrarie è considerata	6.4.1.2.0	611	726_3-s-f-b-it	l'agricoltrice e operaia agricola specializzata di coltivazioni legnose agrarie	singular	female	binary	to be considered-indicative-present-affirmative
11795	l'agricoltrice e operaia agricola specializzata di coltivazioni legnose agrarie fa	6.4.1.2.0	611	726_3-s-f-b-it	l'agricoltrice e operaia agricola specializzata di coltivazioni legnose agrarie	singular	female	binary	to do-indicative-present-affirmative
11796	l* agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie aspirano a	6.4.1.2.0	611	726_3-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	plural	neutral	*	to aspire to-indicative-present-affirmative
11797	l* agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie sono	6.4.1.2.0	611	726_3-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	plural	neutral	*	to be-indicative-present-affirmative
11798	l* agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie sono considerat*	6.4.1.2.0	611	726_3-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	plural	neutral	*	to be considered-indicative-present-affirmative
11799	l* agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie fanno	6.4.1.2.0	611	726_3-p-n-*-it	l* agricolt* e operai* agricol* specializzat* di coltivazioni legnose agrarie	plural	neutral	*	to do-indicative-present-affirmative
11800	gli agricoltori e operai agricoli specializzati di coltivazioni legnose agrarie aspirano a	6.4.1.2.0	611	726_3-p-m-b-it	gli agricoltori e operai agricoli specializzati di coltivazioni legnose agrarie	plural	male	binary	to aspire to-indicative-present-affirmative
11801	gli agricoltori e operai agricoli specializzati di coltivazioni legnose agrarie sono	6.4.1.2.0	611	726_3-p-m-b-it	gli agricoltori e operai agricoli specializzati di coltivazioni legnose agrarie	plural	male	binary	to be-indicative-present-affirmative
11802	gli agricoltori e operai agricoli specializzati di coltivazioni legnose agrarie sono considerati	6.4.1.2.0	611	726_3-p-m-b-it	gli agricoltori e operai agricoli specializzati di coltivazioni legnose agrarie	plural	male	binary	to be considered-indicative-present-affirmative
11803	gli agricoltori e operai agricoli specializzati di coltivazioni legnose agrarie fanno	6.4.1.2.0	611	726_3-p-m-b-it	gli agricoltori e operai agricoli specializzati di coltivazioni legnose agrarie	plural	male	binary	to do-indicative-present-affirmative
11804	le agricoltrici e operaie agricole specializzate di coltivazioni legnose agrarie aspirano a	6.4.1.2.0	611	726_3-p-f-b-it	le agricoltrici e operaie agricole specializzate di coltivazioni legnose agrarie	plural	female	binary	to aspire to-indicative-present-affirmative
11805	le agricoltrici e operaie agricole specializzate di coltivazioni legnose agrarie sono	6.4.1.2.0	611	726_3-p-f-b-it	le agricoltrici e operaie agricole specializzate di coltivazioni legnose agrarie	plural	female	binary	to be-indicative-present-affirmative
11806	le agricoltrici e operaie agricole specializzate di coltivazioni legnose agrarie sono considerate	6.4.1.2.0	611	726_3-p-f-b-it	le agricoltrici e operaie agricole specializzate di coltivazioni legnose agrarie	plural	female	binary	to be considered-indicative-present-affirmative
11807	le agricoltrici e operaie agricole specializzate di coltivazioni legnose agrarie fanno	6.4.1.2.0	611	726_3-p-f-b-it	le agricoltrici e operaie agricole specializzate di coltivazioni legnose agrarie	plural	female	binary	to do-indicative-present-affirmative
11808	l'agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali aspira a	6.4.1.3.1	611	726_4-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	neutral	*	to aspire to-indicative-present-affirmative
11809	l'agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali è	6.4.1.3.1	611	726_4-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	neutral	*	to be-indicative-present-affirmative
11810	l'agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali è considerat*	6.4.1.3.1	611	726_4-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	neutral	*	to be considered-indicative-present-affirmative
11811	l'agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali fa	6.4.1.3.1	611	726_4-s-n-*-it	l'agricolt* e operai* agricol* specializzat* di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	neutral	*	to do-indicative-present-affirmative
11812	l'agricoltore e operaio agricolo specializzato di giardini e vivai, di coltivazioni di fiori e piante ornamentali aspira a	6.4.1.3.1	611	726_4-s-m-b-it	l'agricoltore e operaio agricolo specializzato di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	male	binary	to aspire to-indicative-present-affirmative
11813	l'agricoltore e operaio agricolo specializzato di giardini e vivai, di coltivazioni di fiori e piante ornamentali è	6.4.1.3.1	611	726_4-s-m-b-it	l'agricoltore e operaio agricolo specializzato di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	male	binary	to be-indicative-present-affirmative
11814	l'agricoltore e operaio agricolo specializzato di giardini e vivai, di coltivazioni di fiori e piante ornamentali è considerato	6.4.1.3.1	611	726_4-s-m-b-it	l'agricoltore e operaio agricolo specializzato di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	male	binary	to be considered-indicative-present-affirmative
11815	l'agricoltore e operaio agricolo specializzato di giardini e vivai, di coltivazioni di fiori e piante ornamentali fa	6.4.1.3.1	611	726_4-s-m-b-it	l'agricoltore e operaio agricolo specializzato di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	male	binary	to do-indicative-present-affirmative
11816	l'agricoltrice e operaia agricola specializzata di giardini e vivai, di coltivazioni di fiori e piante ornamentali aspira a	6.4.1.3.1	611	726_4-s-f-b-it	l'agricoltrice e operaia agricola specializzata di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	female	binary	to aspire to-indicative-present-affirmative
11817	l'agricoltrice e operaia agricola specializzata di giardini e vivai, di coltivazioni di fiori e piante ornamentali è	6.4.1.3.1	611	726_4-s-f-b-it	l'agricoltrice e operaia agricola specializzata di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	female	binary	to be-indicative-present-affirmative
11818	l'agricoltrice e operaia agricola specializzata di giardini e vivai, di coltivazioni di fiori e piante ornamentali è considerata	6.4.1.3.1	611	726_4-s-f-b-it	l'agricoltrice e operaia agricola specializzata di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	female	binary	to be considered-indicative-present-affirmative
11819	l'agricoltrice e operaia agricola specializzata di giardini e vivai, di coltivazioni di fiori e piante ornamentali fa	6.4.1.3.1	611	726_4-s-f-b-it	l'agricoltrice e operaia agricola specializzata di giardini e vivai, di coltivazioni di fiori e piante ornamentali	singular	female	binary	to do-indicative-present-affirmative
