ISCO-08	identity term	number	word's gender	gender specification	second category	further specification	glossary	language	notes
6121	the livestock and dairy producer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6121	the livestock and dairy producers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6122	the poultry producer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6122	the poultry producers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6123	the apiarist and sericulturist	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6123	the apiarists and sericulturists	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6129	the animal producer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6129	the animal producers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6130	the mixed crop and animal producer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6130	the mixed crop and animal producers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6210	the forestry	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6210	the forestrys	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6221	the aquaculture worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6221	the aquaculture workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6222	the inland and coastal waters fishery worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6222	the inland and coastal waters fishery workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6223	the deep-sea fishery worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6223	the deep-sea fishery workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6224	the hunter and trapper	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6224	the hunters and trappers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6310	the subsistence crop farmer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6310	the subsistence crop farmers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6320	the subsistence livestock farmer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6320	the subsistence livestock farmers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6330	the subsistence mixed crop and livestock farmer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6330	the subsistence mixed crop and livestock farmers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6340	the subsistence fisher, hunter, trapper and gatherer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
6340	the subsistence fishers, hunters, trappers and gatherers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7111	the house builder	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7111	the house builders	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7112	the bricklayer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7112	the bricklayers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7113	the stonemason, stone cutter, splitter and carver	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7113	the stonemasons, stone cutters, splitters and carvers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7114	the concrete placer, concrete finisher	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7114	the concrete placers, concrete finishers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7115	the carpenter and joiner	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7115	the carpenters and joiners	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7119	the building frame and related trades worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7119	the building frame and related trades workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7121	the roofer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7121	the roofers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7122	the floor layer and tile setter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7122	the floor layers and tile setters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7123	the plasterer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7123	the plasterers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7124	the insulation worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7124	the insulation workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7125	the glazier	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7125	the glaziers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7126	the plumber and pipe fitter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7126	the plumbers and pipe fitters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7127	the air conditioning and refrigeration mechanic	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7127	the air conditioning and refrigeration mechanics	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7131	the painter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7131	the painters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7132	the spray painter and varnisher	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7132	the spray painters and varnishers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7133	the building structure cleaner	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7133	the building structure cleaners	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7211	the metal moulder and coremaker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7211	the metal moulders and coremakers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7212	the welder and flame cutter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7212	the welders and flame cutters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7213	the sheet metal worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7213	the sheet metal workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7214	the structural metal preparer and erector	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7214	the structural metal preparers and erectors	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7215	the rigger and cable splicer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7215	the riggers and cable splicers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7221	the blacksmith, hammersmith and forging press worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7221	the blacksmiths, hammersmiths and forging press workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7222	the toolmaker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7222	the toolmakers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7223	the metal working machine tool setter and operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7223	the metal working machine tool setters and operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7224	the metal polisher, wheel grinder and tool sharpener	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7224	the metal polishers, wheel grinders and tool sharpeners	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7231	the motor vehicle mechanic and repairer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7231	the motor vehicle mechanics and repairers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7232	the aircraft engine mechanic and repairer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7232	the aircraft engine mechanics and repairers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7233	the agricultural and industrial machinery mechanic and repairer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7233	the agricultural and industrial machinery mechanics and repairers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7234	the bicycle and related repairer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7234	the bicycle and related repairers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7311	the precision-instrument maker and repairer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7311	the precision-instrument makers and repairers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7312	the musical instrument maker and tuner	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7312	the musical instrument makers and tuners	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7313	the jewellery and precious metal worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7313	the jewellery and precious metal workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7314	the potter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7314	the potters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7315	the glass maker, cutter, grinder and finisher	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7315	the glass makers, cutters, grinders and finishers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7316	the signwriter, decorative painter, engraver and etcher	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7316	the signwriters, decorative painters, engravers and etchers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7317	the handicraft worker in wood, basketry and related materials	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7317	the handicraft workers in wood, basketry and related materials	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7318	the handicraft worker in textile, leather and related materials	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7318	the handicraft workers in textile, leather and related materials	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7319	the handicraft worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7319	the handicraft workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7321	the pre-press technician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7321	the pre-press technicians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7322	the printer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7322	the printers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7323	the print finishing and binding worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7323	the print finishing and binding workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7411	the building and related electrician	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7411	the building and related electricians	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7412	the electrical mechanic and fitter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7412	the electrical mechanics and fitters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7413	the electrical line installer and repairer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7413	the electrical line installers and repairers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7421	the electronics mechanic and servicer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7421	the electronics mechanics and servicers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7422	the information and communications technology installer and servicer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7422	the information and communications technology installers and servicers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7511	the butcher, fishmonger and related food preparer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7511	the butchers, fishmongers and related food preparers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7512	the baker, pastry-cook and confectionery maker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7512	the bakers, pastry-cooks and confectionery makers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7513	the dairy products maker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7513	the dairy products makers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7514	the fruit, vegetable and related preserver	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7514	the fruit, vegetable and related preservers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7515	the food and beverage taster and grader	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7515	the food and beverage tasters and graders	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7516	the tobacco preparer and tobacco products maker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7516	the tobacco preparers and tobacco products makers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7521	the wood treater	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7521	the wood treaters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7522	the cabinet-maker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7522	the cabinet-makers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7523	the woodworking machine tool setter and operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7523	the woodworking machine tool setters and operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7531	the tailor, dressmaker, furrier and hatter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7531	the tailors, dressmakers, furriers and hatters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7532	the garment and related patternmaker and cutter	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7532	the garment and related patternmakers and cutters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7533	the sewing, embroidery	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7533	the sewing, embroiderys	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7534	the upholsterer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7534	the upholsterers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7535	the pelt dresser, tanner and fellmonger	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7535	the pelt dressers, tanners and fellmongers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7536	the shoemaker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7536	the shoemakers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7541	the underwater diver	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7541	the underwater divers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7542	the shotfirer and blaster	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7542	the shotfirers and blasters	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7543	the product grader and tester	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7543	the product graders and testers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7544	the fumigator and other pest and weed controller	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7544	the fumigators and other pest and weed controllers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7549	the craft	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
7549	the crafts	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8111	the miner and quarrier	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8111	the miners and quarriers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8112	the mineral and stone processing plant operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8112	the mineral and stone processing plant operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8113	the well driller and borer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8113	the well drillers and borers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8114	the cement, stone and other mineral products machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8114	the cement, stone and other mineral products machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8121	the metal processing plant operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8121	the metal processing plant operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8122	the metal finishing, plating and coating machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8122	the metal finishing, plating and coating machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8131	the chemical products plant and machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8131	the chemical products plant and machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8132	the photographic products machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8132	the photographic products machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8141	the rubber products machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8141	the rubber products machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8142	the plastic products machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8142	the plastic products machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8143	the paper products machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8143	the paper products machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8151	the fibre preparing, spinning and winding machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8151	the fibre preparing, spinning and winding machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8152	the weaving and knitting machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8152	the weaving and knitting machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8153	the sewing machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8153	the sewing machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8154	the bleaching, dyeing and fabric cleaning machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8154	the bleaching, dyeing and fabric cleaning machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8155	the fur and leather preparing machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8155	the fur and leather preparing machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8156	the shoemaking and related machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8156	the shoemaking and related machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8157	the laundry machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8157	the laundry machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8159	the textile, fur and leather products machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8159	the textile, fur and leather products machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8160	the food and related products machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8160	the food and related products machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8171	the pulp and papermaking plant operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8171	the pulp and papermaking plant operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8172	the wood processing plant operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8172	the wood processing plant operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8181	the glass and ceramics plant operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8181	the glass and ceramics plant operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8182	the steam engine and boiler operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8182	the steam engine and boiler operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8183	the packing, bottling and labelling machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8183	the packing, bottling and labelling machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8189	the stationary plant and machine operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8189	the stationary plant and machine operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8211	the mechanical machinery assembler	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8211	the mechanical machinery assemblers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8212	the electrical and electronic equipment assembler	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8212	the electrical and electronic equipment assemblers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8219	the assembler	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8219	the assemblers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8311	the locomotive engine driver	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8311	the locomotive engine drivers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8312	the railway brake, signal and switch operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8312	the railway brake, signal and switch operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8321	the motorcycle driver	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8321	the motorcycle drivers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8322	the car, taxi and van driver	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8322	the car, taxi and van drivers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8331	the bus and tram driver	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8331	the bus and tram drivers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8332	the heavy truck and lorry driver	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8332	the heavy truck and lorry drivers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8341	the mobile farm and forestry plant operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8341	the mobile farm and forestry plant operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8342	the earthmoving and related plant operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8342	the earthmoving and related plant operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8343	the crane, hoist and related plant operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8343	the crane, hoist and related plant operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8344	the lifting truck operator	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8344	the lifting truck operators	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8350	the ships’ deck crew	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
8350	the ships’ deck crews	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9111	the domestic cleaner and helper	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9111	the domestic cleaners and helpers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9112	the cleaner and helper in offices, hotels and other establishments	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9112	the cleaners and helpers in offices, hotels and other establishments	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9121	the hand launderer and presser	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9121	the hand launderers and pressers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9122	the vehicle cleaner	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9122	the vehicle cleaners	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9123	the window cleaner	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9123	the window cleaners	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9129	the cleaning worker	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9129	the cleaning workers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9211	the crop farm labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9211	the crop farm labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9212	the livestock farm labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9212	the livestock farm labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9213	the mixed crop and livestock farm labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9213	the mixed crop and livestock farm labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9214	the garden and horticultural labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9214	the garden and horticultural labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9215	the forestry labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9215	the forestry labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9216	the fishery and aquaculture labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9216	the fishery and aquaculture labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9311	the mining and quarrying labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9311	the mining and quarrying labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9312	the civil engineering labourer	singular	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
9312	the civil engineering labourers	plural	neutral	innate	sociocultural status	economical, educational and employment status	ISCO-08	en	
